STORE_NBR,NCPDP_PROVIDER_ID,DISTRICT_NBR,REGION_NBR,OPERATION_NBR,STORE_TYPE,STORE_TYPE_DESC,RETAIL_CLINIC_IND,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE_ABBV,ZIP_CODE_5,COUNTY,OPEN_24_HOURS,LATITUDE,LONGITUDE
6407,1007752,23,6,2,1,Regular,N,99501 OVERSEAS HWY,N/A,KEY LARGO,FL,33037,MONROE,N,25.09367214,-80.44073716
6408,1411052,28,20,4,1,Regular,N,2324 W WAR MEMORIAL DR,N/A,PEORIA,IL,61614,PEORIA,Y,40.74477343,-89.63090855
6409,4435334,35,27,4,1,Regular,N,101 FRANKLIN RD,N/A,BRENTWOOD,TN,37027,DAVIDSON,N,36.03651189,-86.7874526
6411,326769,188,5,1,1,Regular,N,11951 N 1ST AVE,N/A,ORO VALLEY,AZ,85737,PIMA,N,32.42329099,-110.9620891
6412,1060057,52,3,2,1,Regular,N,28115 WESLEY CHAPEL BLVD,N/A,WESLEY CHAPEL,FL,33543,PASCO,Y,28.2369399,-82.3500626
6413,563521,219,17,1,1,Regular,N,230 N LA BREA AVE,N/A,INGLEWOOD,CA,90301,LOS ANGELES,Y,33.966325,-118.352618
6414,1060982,124,6,2,1,Regular,N,3000 N STATE ROAD 7,N/A,MARGATE,FL,33063,BROWARD,N,26.26701282,-80.20107536
6415,1092799,116,28,2,1,Regular,N,10503 SAN JOSE BLVD,N/A,JACKSONVILLE,FL,32257,DUVAL,N,30.18673598,-81.62720739
6416,1068217,114,6,2,1,Regular,N,960 S POWERLINE RD,N/A,POMPANO BEACH,FL,33069,BROWARD,Y,26.21759614,-80.15574401
6417,562151,209,22,1,1,Regular,N,1100 RILEY ST,N/A,FOLSOM,CA,95630,SACRAMENTO,N,38.67016103,-121.1647968
6418,562327,293,11,1,1,Regular,N,1360 E PACHECO BLVD,N/A,LOS BANOS,CA,93635,MERCED,N,37.05745126,-120.8345259
6419,560032,231,22,1,1,Regular,N,9180 FRANKLIN BLVD,N/A,ELK GROVE,CA,95758,SACRAMENTO,N,38.42416131,-121.4485414
6420,1535357,123,25,4,1,Regular,N,400 E MEMORIAL DR,N/A,MUNCIE,IN,47302,DELAWARE,N,40.17854794,-85.38189639
6422,4929759,189,2,1,1,Regular,N,9709 SILVERDALE WAY NW,N/A,SILVERDALE,WA,98383,KITSAP,Y,47.65111153,-122.6946491
6423,4929014,189,2,1,1,Regular,N,6432 STATE HIGHWAY 303 NE,N/A,BREMERTON,WA,98311,KITSAP,N,47.62174775,-122.6281444
6424,2982571,155,22,1,1,Regular,N,1360 W HORIZON RIDGE PKWY,N/A,HENDERSON,NV,89012,CLARK,N,36.02240023,-115.0465902
6425,2981442,194,22,1,1,Regular,N,900 N RANCHO DR,N/A,LAS VEGAS,NV,89106,CLARK,N,36.181499,-115.178599
6426,3814349,176,2,1,1,Regular,N,12335 NE GLISAN ST,N/A,PORTLAND,OR,97230,MULTNOMAH,N,45.52662674,-122.5361689
6427,1474484,173,10,4,1,Regular,N,7878 S HARLEM AVE,N/A,BRIDGEVIEW,IL,60455,COOK,N,41.74852957,-87.8003097
6428,326226,115,5,1,1,Regular,N,15385 N DYSART RD,N/A,EL MIRAGE,AZ,85335,MARICOPA,N,33.62301004,-112.34138
6429,1826950,275,25,4,1,Regular,N,521 LONE OAK RD,N/A,PADUCAH,KY,42003,MCCRACKEN,Y,37.06359573,-88.63920354
6430,130512,195,18,2,1,Regular,N,2100 BRANDON ST SW,N/A,HUNTSVILLE,AL,35801,MADISON,N,34.718499,-86.578799
6431,130411,195,18,2,1,Regular,N,3997 UNIVERSITY DR NW,N/A,HUNTSVILLE,AL,35816,MADISON,Y,34.73467028,-86.62616144
6432,2624965,229,20,4,1,Regular,Y,2401 S BRENTWOOD BLVD,N/A,BRENTWOOD,MO,63144,SAINT LOUIS,Y,38.61723672,-90.34920445
6434,1523655,300,25,4,1,Regular,N,550 S COLLEGE AVE,N/A,RENSSELAER,IN,47978,JASPER,N,40.930699,-87.156299
6435,4550706,104,5,1,1,Regular,N,1831 N LEE TREVINO DR,N/A,EL PASO,TX,79936,EL PASO,Y,31.765399,-106.318899
6436,3723132,159,14,1,1,Regular,N,1400 E 2ND ST,N/A,EDMOND,OK,73034,OKLAHOMA,Y,35.6523206,-97.46152348
6437,1800350,34,25,4,1,Regular,N,520 LYNDON LN,N/A,LYNDON,KY,40222,JEFFERSON,N,38.25804575,-85.60345996
6438,565260,230,17,1,1,Regular,N,12490 CENTRAL AVE,N/A,CHINO,CA,91710,SAN BERNARDINO,Y,34.02679683,-117.6910073
6439,1475537,7,4,4,1,Regular,N,17955 WOLF RD,N/A,ORLAND PARK,IL,60467,COOK,N,41.56318419,-87.88983153
6440,325882,205,5,1,1,Regular,N,6951 S KINGS RANCH RD,N/A,GOLD CANYON,AZ,85118,PINAL,N,33.35180744,-111.4571962
6442,1099414,23,6,2,1,Regular,N,15195 SW 42ND ST,N/A,MIAMI,FL,33185,MIAMI-DADE,N,25.728844,-80.439099
6443,1800209,34,25,4,1,Regular,N,990 BAXTER AVE,N/A,LOUISVILLE,KY,40204,JEFFERSON,N,38.23961135,-85.72424142
6444,2361955,300,25,4,1,Regular,N,2485 W GLENLORD RD,N/A,STEVENSVILLE,MI,49127,BERRIEN,N,42.043399,-86.514099
6445,557679,219,17,1,1,Regular,N,8770 W PICO BLVD,N/A,LOS ANGELES,CA,90035,LOS ANGELES,Y,34.05443955,-118.3834987
6446,549660,213,17,1,1,Regular,N,11900 BEACH BLVD,N/A,STANTON,CA,90680,ORANGE,Y,33.78921072,-117.9924861
6447,2424214,315,21,4,1,Regular,N,2387 HIGHWAY 10,N/A,MOUNDS VIEW,MN,55112,RAMSEY,N,45.10288732,-93.20404727
6448,1931129,32,19,2,1,Regular,N,4485 PERKINS RD,N/A,BATON ROUGE,LA,70808,EAST BATON ROUGE,N,30.417199,-91.143599
6449,3655404,113,13,3,1,Regular,N,8254 VINE ST,N/A,CINCINNATI,OH,45216,HAMILTON,N,39.211899,-84.473799
6453,561680,210,22,1,1,Regular,N,1300 W YOSEMITE AVE,N/A,MADERA,CA,93637,MADERA,N,36.95216996,-120.0732018
6454,1535612,135,25,4,1,Regular,N,20 W MAIN ST,N/A,BROWNSBURG,IN,46112,HENDRICKS,Y,39.843678,-86.39796
6455,1535662,135,25,4,1,Regular,Y,115 FIELDS ST,N/A,MOORESVILLE,IN,46158,MORGAN,Y,39.61620976,-86.35622427
6456,1535888,135,25,4,1,Regular,Y,1000 SAGAMORE PKWY W,N/A,WEST LAFAYETTE,IN,47906,TIPPECANOE,Y,40.45384402,-86.916354
6458,3669629,277,13,3,1,Regular,N,805 N COURT ST,N/A,MEDINA,OH,44256,MEDINA,N,41.148799,-81.863699
6459,2364329,174,7,3,1,Regular,N,4400 HIGHLAND RD,N/A,WATERFORD,MI,48328,OAKLAND,N,42.65543372,-83.37353833
6461,1149308,178,18,2,1,Regular,Y,1762 MARS HILL RD NW,N/A,ACWORTH,GA,30101,COBB,N,33.997199,-84.705299
6462,1449215,1,4,4,1,Regular,N,9595 GRAND AVE,N/A,FRANKLIN PARK,IL,60131,COOK,N,41.9292239,-87.86438523
6463,1093614,243,28,2,1,Regular,N,5245 BABCOCK ST NE,N/A,PALM BAY,FL,32905,BREVARD,N,28.01852803,-80.62164571
6464,130423,195,18,2,1,Regular,N,3120 BOB WALLACE AVE SW,N/A,HUNTSVILLE,AL,35805,MADISON,N,34.71187791,-86.60877972
6465,4426222,36,27,4,1,Regular,Y,6697 STAGE RD,N/A,BARTLETT,TN,38134,SHELBY,Y,35.20432077,-89.83995176
6467,617867,204,26,1,1,Regular,N,1600 COALTON RD,N/A,SUPERIOR,CO,80027,BROOMFIELD,N,39.92823545,-105.1464982
6469,1474941,7,4,4,1,Regular,Y,100 W VETERANS PKWY,N/A,YORKVILLE,IL,60560,KENDALL,N,41.656199,-88.444099
6470,2226973,106,8,3,1,Regular,N,750 WASHINGTON ST,N/A,WEYMOUTH,MA,2188,NORFOLK,N,42.20220903,-70.9464279
6471,3669263,241,13,3,1,Regular,N,700 S BREIEL BLVD,N/A,MIDDLETOWN,OH,45044,BUTLER,Y,39.50319811,-84.35604345
6472,2624028,136,20,4,1,Regular,N,4218 LINDELL BLVD,N/A,SAINT LOUIS,MO,63108,SAINT LOUIS CITY,Y,38.64024626,-90.24897237
6473,1092573,53,3,2,1,Regular,N,13551 MCGREGOR BLVD,N/A,FORT MYERS,FL,33919,LEE,N,26.54469538,-81.91423064
6474,718936,125,16,3,1,Regular,N,88 YORK ST,N/A,NEW HAVEN,CT,6511,NEW HAVEN,Y,41.305899,-72.934199
6475,1474751,203,10,4,1,Regular,N,10S370 KINGERY HWY,N/A,HINSDALE,IL,60527,DUPAGE,N,41.7237753,-87.94473115
6477,3723182,270,14,1,1,Regular,N,615 W MAIN ST,N/A,NORMAN,OK,73069,CLEVELAND,Y,35.21893185,-97.45224822
6478,1717430,317,14,1,1,Regular,N,8701 JOHNSON DR,N/A,MERRIAM,KS,66202,JOHNSON,N,39.021691,-94.68749
6479,3406899,184,23,3,1,Regular,N,1220 MATTHEWS TOWNSHIP PKWY,N/A,MATTHEWS,NC,28105,MECKLENBURG,N,35.12127676,-80.7182695
6480,3440079,184,23,3,1,Regular,N,2800 W MALLARD CREEK CHURCH RD,N/A,CHARLOTTE,NC,28262,MECKLENBURG,N,35.34147195,-80.76638692
6481,1149269,211,18,2,1,Regular,N,3584 WESLEY CHAPEL RD,N/A,DECATUR,GA,30034,DEKALB,N,33.68146767,-84.22941906
6483,130954,316,18,2,1,Regular,N,2515 CRAWFORD RD,N/A,PHENIX CITY,AL,36867,RUSSELL,Y,32.47460036,-85.02922635
6484,4520171,11,1,2,1,Regular,N,9600 WESTHEIMER RD,N/A,HOUSTON,TX,77063,HARRIS,N,29.737558,-95.535545
6485,3669225,202,13,3,1,Regular,N,19 LONDON RD,N/A,DELAWARE,OH,43015,DELAWARE,N,40.289599,-83.068799
6486,1051212,243,28,2,1,Regular,N,1111 W VINE ST,N/A,KISSIMMEE,FL,34741,OSCEOLA,Y,28.30483127,-81.41534665
6487,1093311,243,28,2,1,Regular,N,3495 BAYSIDE LAKES BLVD SE,N/A,PALM BAY,FL,32909,BREVARD,N,27.94938782,-80.65758785
6488,130740,195,18,2,1,Regular,N,100 FIELDSTOWN RD,N/A,GARDENDALE,AL,35071,JEFFERSON,N,33.65146642,-86.81053613
6489,2424012,40,21,4,1,Regular,N,1291 TASHA DR,N/A,SHAKOPEE,MN,55379,SCOTT,N,44.78155097,-93.5059121
6491,326315,188,5,1,1,Regular,N,1351 W PRINCE RD,N/A,TUCSON,AZ,85705,PIMA,N,32.271799,-110.994299
6492,2634233,289,20,4,1,Regular,N,11404 SAINT CHARLES ROCK RD,N/A,BRIDGETON,MO,63044,SAINT LOUIS,N,38.740299,-90.403799
6493,2637164,118,20,4,1,Regular,N,3497 TECHNOLOGY DR,N/A,LAKE SAINT LOUIS,MO,63367,SAINT CHARLES,N,38.78444997,-90.79189484
6494,1058230,227,3,2,1,Regular,Y,22829 STATE ROAD 54,N/A,LAND O LAKES,FL,34639,PASCO,Y,28.186567,-82.438112
6496,5641952,219,17,1,1,Regular,N,2321 HAWTHORNE BLVD,N/A,REDONDO BEACH,CA,90278,LOS ANGELES,Y,33.873046,-118.353142
6498,4518936,104,5,1,1,Regular,N,2950 GEORGE DIETER DR,N/A,EL PASO,TX,79936,EL PASO,N,31.783499,-106.302099
6499,1092612,119,3,2,1,Regular,N,25121 S. TAMIAMI TRAIL,N/A,BONITA SPRINGS,FL,34134,LEE,N,26.37372386,-81.80734956
6500,1093513,119,3,2,1,Regular,N,4290 TAMIAMI TRL E,N/A,NAPLES,FL,34112,COLLIER,N,26.114699,-81.755399
6501,4518657,238,24,2,1,Regular,N,2601 S GEORGIA ST,N/A,AMARILLO,TX,79109,POTTER,N,35.18492327,-101.8656962
6502,581505,153,11,1,1,Regular,N,23958 HESPERIAN BLVD,N/A,HAYWARD,CA,94541,ALAMEDA,N,37.65401593,-122.1101268
6503,719180,125,16,3,1,Regular,N,541 BRIDGEPORT AVE,N/A,MILFORD,CT,6460,NEW HAVEN,N,41.206099,-73.088799
6504,1093727,163,28,2,1,Regular,N,2814 CURRY FORD RD,N/A,ORLANDO,FL,32806,ORANGE,N,28.523099,-81.346999
6505,1094832,170,28,2,1,Regular,N,920 S KIRKMAN RD,N/A,ORLANDO,FL,32811,ORANGE,N,28.528299,-81.460099
6506,1930204,110,19,2,1,Regular,N,89 WESTBANK EXPY,N/A,GRETNA,LA,70053,JEFFERSON,N,29.91551552,-90.04814412
6507,130409,214,19,2,1,Regular,N,1320 GOVERNMENT ST,N/A,MOBILE,AL,36604,MOBILE,N,30.68239212,-88.06772419
6508,1474066,203,10,4,1,Regular,N,2719 HASSERT BLVD,N/A,NAPERVILLE,IL,60564,WILL,N,41.68118396,-88.20247757
6510,4557320,10,1,2,1,Regular,Y,19710 HOLZWARTH RD,N/A,SPRING,TX,77388,HARRIS,N,30.05363617,-95.43301985
6512,1095416,156,6,2,1,Regular,N,6812 MIRAMAR PKWY,N/A,MIRAMAR,FL,33023,BROWARD,N,25.98143365,-80.22357179
6513,609428,271,26,1,1,Regular,N,15301 E ILIFF AVE,N/A,AURORA,CO,80013,ARAPAHOE,Y,39.67529063,-104.8092233
6514,617879,42,26,1,1,Regular,N,14 E ALLEN ST,N/A,CASTLE ROCK,CO,80108,DOUGLAS,Y,39.4135613,-104.8641689
6515,1060590,52,3,2,1,Regular,N,5945 US HIGHWAY 301 N,N/A,ELLENTON,FL,34222,MANATEE,Y,27.53037536,-82.5028455
6516,578774,219,17,1,1,Regular,N,5467 WILSHIRE BLVD,N/A,LOS ANGELES,CA,90036,LOS ANGELES,N,34.0626242,-118.347998
6517,4518140,235,24,2,1,Regular,N,1495 CYPRESS CREEK RD,N/A,CEDAR PARK,TX,78613,WILLIAMSON,N,30.48234068,-97.83305597
6518,1475866,102,4,4,1,Regular,N,27W171 GENEVA RD,N/A,WINFIELD,IL,60190,DUPAGE,N,41.88768027,-88.15185167
6520,1046881,112,6,2,1,Regular,N,1250 NE JENSEN BEACH BLVD,N/A,JENSEN BEACH,FL,34957,MARTIN,Y,27.24458788,-80.23555865
6521,3669097,241,13,3,1,Regular,N,2609 E MAIN ST,N/A,SPRINGFIELD,OH,45503,CLARK,N,39.922999,-83.769099
6522,3669996,241,13,3,1,Regular,N,1880 S LIMESTONE ST,N/A,SPRINGFIELD,OH,45505,CLARK,N,39.901999,-83.810299
6525,4520119,196,14,1,1,Regular,N,1902 RICHMOND RD,N/A,TEXARKANA,TX,75503,BOWIE,N,33.45287714,-94.08062056
6526,564650,313,17,1,1,Regular,N,9550 HAGEMAN RD,N/A,BAKERSFIELD,CA,93312,KERN,Y,35.397999,-119.109299
6527,310437,12,5,1,1,Regular,N,710 E CAMELBACK RD,N/A,PHOENIX,AZ,85014,MARICOPA,N,33.50968203,-112.0644428
6528,1093260,30,28,2,1,Regular,N,4400 S HIGHWAY 27,N/A,CLERMONT,FL,34711,LAKE,N,28.49854812,-81.71950456
6529,2364331,185,7,3,1,Regular,N,29520 HARPER AVE,N/A,SAINT CLAIR SHORES,MI,48081,MACOMB,N,42.51014093,-82.89734565
6530,3815101,239,2,1,1,Regular,N,1700 PACIFIC BLVD SE,N/A,ALBANY,OR,97321,LINN,N,44.63371515,-123.0840136
6532,4435257,179,27,4,1,Regular,N,2115 MEMORIAL BLVD,N/A,SPRINGFIELD,TN,37172,ROBERTSON,N,36.492799,-86.877099
6533,315463,205,5,1,1,Regular,N,100 S BEELINE HWY,N/A,PAYSON,AZ,85541,GILA,N,34.24010561,-111.3238314
6534,326187,12,5,1,1,Regular,N,20631 N SCOTTSDALE RD,N/A,SCOTTSDALE,AZ,85255,MARICOPA,N,33.6743093,-111.9243931
6535,326682,157,5,1,1,Regular,N,2420 E BASELINE RD,N/A,PHOENIX,AZ,85042,MARICOPA,N,33.37846023,-112.0296511
6537,4521185,18,1,2,1,Regular,N,14882 BLANCO RD,N/A,SAN ANTONIO,TX,78216,BEXAR,N,29.57858,-98.513142
6538,1093830,21,6,2,1,Regular,N,1201 S FEDERAL HWY,N/A,FT LAUDERDALE,FL,33316,BROWARD,Y,26.10729681,-80.1373083
6540,1060778,227,3,2,1,Regular,N,13053 CORTEZ BLVD,N/A,BROOKSVILLE,FL,34613,HERNANDO,Y,28.53405408,-82.51184097
6541,1060843,198,3,2,1,Regular,N,605 S PINELLAS AVE,N/A,TARPON SPRINGS,FL,34689,PINELLAS,Y,28.14085332,-82.75612591
6542,4500559,104,5,1,1,Regular,N,1100 GERONIMO DR,N/A,EL PASO,TX,79925,EL PASO,Y,31.781699,-106.406399
6543,4524155,104,5,1,1,Regular,N,10780 KENWORTHY ST,N/A,EL PASO,TX,79924,EL PASO,N,31.922515,-106.437418
6545,2982468,155,22,1,1,Regular,N,11001 S EASTERN AVE,N/A,HENDERSON,NV,89052,CLARK,N,35.99192068,-115.1016433
6546,2363911,160,7,3,1,Regular,N,9100 TELEGRAPH RD,N/A,TAYLOR,MI,48180,WAYNE,N,42.24152231,-83.27055207
6547,3438858,256,23,3,1,Regular,N,3300 RAMSEY ST,N/A,FAYETTEVILLE,NC,28301,CUMBERLAND,N,35.10441333,-78.87784543
6548,3440170,256,23,3,1,Regular,N,1600 SKIBO RD,N/A,FAYETTEVILLE,NC,28303,CUMBERLAND,Y,35.078899,-78.958299
6550,2363327,221,7,3,1,Regular,N,44300 FORD RD,N/A,CANTON,MI,48187,WAYNE,Y,42.32277346,-83.4775038
6551,3723081,228,14,1,1,Regular,N,4901 W KENOSHA ST,N/A,BROKEN ARROW,OK,74012,TULSA,N,36.06032855,-95.85029014
6552,617158,271,26,1,1,Regular,N,7211 FEDERAL BLVD,N/A,WESTMINSTER,CO,80030,ADAMS,N,39.82781558,-105.0258134
6553,1600243,54,12,4,1,Regular,N,830 MIDDLE RD,DUCKCREEK PLAZA,BETTENDORF,IA,52722,SCOTT,N,41.538199,-90.522899
6554,1439644,206,10,4,1,Regular,N,1033 SHOOTING PARK RD,N/A,PERU,IL,61354,LA SALLE,Y,41.338899,-89.119199
6557,5600920,168,11,1,1,Regular,N,199 PARNASSUS AVE,N/A,SAN FRANCISCO,CA,94117,SAN FRANCISCO,N,37.76439395,-122.4523299
6559,2362793,174,7,3,1,Regular,N,931 S SAGINAW RD,N/A,MIDLAND,MI,48640,MIDLAND,Y,43.61993709,-84.21882575
6560,1149384,225,18,2,1,Regular,N,3888 VINEVILLE AVE,N/A,MACON,GA,31204,BIBB,N,32.86274307,-83.68932744
6561,1149168,225,18,2,1,Regular,N,1880 WATSON BLVD,N/A,WARNER ROBINS,GA,31093,HOUSTON,Y,32.61886682,-83.64108621
6562,4520121,182,24,2,1,Regular,N,1201 FERRIS AVE,N/A,WAXAHACHIE,TX,75165,ELLIS,Y,32.399599,-96.843599
6563,1474535,203,10,4,1,Regular,Y,498 N WEBER RD,N/A,ROMEOVILLE,IL,60446,WILL,Y,41.64214583,-88.12521857
6564,1461425,8,10,4,1,Regular,Y,522 TORRENCE AVE,N/A,CALUMET CITY,IL,60409,COOK,Y,41.62147187,-87.55947492
6566,4567511,25,1,2,1,Regular,N,1088 W MAIN ST,N/A,LEAGUE CITY,TX,77573,GALVESTON,N,29.505899,-95.104999
6567,1474725,206,10,4,1,Regular,Y,24801 W 135TH ST,N/A,PLAINFIELD,IL,60544,WILL,N,41.63625353,-88.22330981
6568,1095961,243,28,2,1,Regular,N,2274 BOGGY CREEK RD,N/A,KISSIMMEE,FL,34744,OSCEOLA,N,28.30375282,-81.35150046
6569,5126873,250,12,4,1,Regular,N,464 CARDINAL LN,N/A,GREEN BAY,WI,54313,BROWN,N,44.55395628,-88.08424126
6570,5100691,39,12,4,1,Regular,N,1029 N 14TH ST,N/A,SHEBOYGAN,WI,53081,SHEBOYGAN,Y,43.756199,-87.722999
6571,314435,188,5,1,1,Regular,Y,2180 W GRANT RD,N/A,TUCSON,AZ,85745,PIMA,N,32.25212155,-111.0135342
6573,2424175,315,21,4,1,Regular,N,3470 RIVER RAPIDS DR NW,N/A,COON RAPIDS,MN,55448,ANOKA,Y,45.19795503,-93.35579097
6574,3671105,277,13,3,1,Regular,Y,5411 LEAVITT RD,N/A,LORAIN,OH,44053,LORAIN,Y,41.41934928,-82.20824445
6577,1930230,259,19,2,1,Regular,N,2755 COUNTRY CLUB RD,N/A,LAKE CHARLES,LA,70605,CALCASIEU,N,30.168399,-93.265899
6578,1094957,214,19,2,1,Regular,N,977 HIGHWAY 98 E,N/A,DESTIN,FL,32541,OKALOOSA,N,30.38961643,-86.47971871
6579,3439103,216,23,3,1,Regular,N,671 S MEMORIAL DR,N/A,GREENVILLE,NC,27834,PITT,Y,35.60886843,-77.39390228
6580,1443174,7,4,4,1,Regular,Y,14680 S LA GRANGE RD,N/A,ORLAND PARK,IL,60462,COOK,Y,41.6236119,-87.85441292
6582,316910,205,5,1,1,Regular,N,9230 E MAIN ST,N/A,MESA,AZ,85207,MARICOPA,N,33.41589397,-111.6314682
6583,4522050,16,1,2,1,Regular,N,3885 DOWLEN RD,N/A,BEAUMONT,TX,77706,JEFFERSON,Y,30.11459324,-94.16923115
6584,4523317,25,1,2,1,Regular,Y,8430 BROADWAY ST,N/A,PEARLAND,TX,77584,BRAZORIA,N,29.558658,-95.35071
6585,564888,56,11,1,1,Regular,N,1570 W CAMPBELL AVE,N/A,CAMPBELL,CA,95008,SANTA CLARA,N,37.28518807,-121.9775105
6587,3200057,44,26,1,1,Regular,N,9700 MENAUL BLVD NE,N/A,ALBUQUERQUE,NM,87112,BERNALILLO,Y,35.10839228,-106.5324095
6588,3669984,277,13,3,1,Regular,N,32798 WALKER RD,N/A,AVON LAKE,OH,44012,LORAIN,N,41.49366516,-82.02050913
6589,3670610,305,29,3,1,Regular,N,5501 MAHONING AVE,N/A,AUSTINTOWN,OH,44515,MAHONING,Y,41.098899,-80.764299
6590,4932287,143,2,1,1,Regular,N,1531 BROADWAY,N/A,SEATTLE,WA,98122,KING,N,47.61507997,-122.3210051
6592,4106387,154,8,3,1,Regular,N,1560 WARWICK AVE,N/A,WARWICK,RI,2889,KENT,N,41.734599,-71.406099
6593,4520359,215,24,2,1,Regular,N,8651 BENBROOK BLVD,N/A,BENBROOK,TX,76126,TARRANT,N,32.679399,-97.462799
6597,4224414,207,23,3,1,Regular,N,155 SEA ISLAND PKWY,N/A,BEAUFORT,SC,29907,BEAUFORT,N,32.414599,-80.650299
6599,327278,255,5,1,1,Regular,N,13227 N 7TH ST,N/A,PHOENIX,AZ,85022,MARICOPA,N,33.60636096,-112.064447
6601,1403017,246,4,4,1,Regular,N,21 RAND RD,N/A,DES PLAINES,IL,60016,COOK,N,42.06564604,-87.92064876
6603,1006659,23,6,2,1,Regular,N,16690 SW 88TH ST,N/A,MIAMI,FL,33196,MIAMI-DADE,N,25.68338074,-80.46135371
6604,1451652,28,20,4,1,Regular,Y,1919 W PIONEER PKWY,N/A,PEORIA,IL,61615,PEORIA,N,40.783099,-89.621199
6606,4510132,31,1,2,1,Regular,N,390 EDGEBROOK DR,N/A,HOUSTON,TX,77034,HARRIS,N,29.646413,-95.222238
6608,1095745,100,3,2,1,Regular,N,2991 ROOSEVELT BLVD,N/A,CLEARWATER,FL,33760,PINELLAS,N,27.91576932,-82.71388848
6609,4435790,127,27,4,1,Regular,N,119 FORKS OF THE RIVER PKWY,N/A,SEVIERVILLE,TN,37862,SEVIER,Y,35.86920572,-83.5685681
6610,3208368,130,26,1,1,Regular,N,2500 MAIN ST NE,N/A,LOS LUNAS,NM,87031,VALENCIA,Y,34.80688858,-106.7035228
6611,1094402,198,3,2,1,Regular,N,1704 W HILLSBOROUGH AVE,N/A,TAMPA,FL,33603,HILLSBOROUGH,N,27.99553113,-82.47658426
6612,5601059,231,22,1,1,Regular,N,8400 ELK GROVE FLORIN RD,N/A,ELK GROVE,CA,95624,SACRAMENTO,N,38.45222968,-121.3729318
6613,577013,231,22,1,1,Regular,N,1401 BROADWAY,N/A,SACRAMENTO,CA,95818,SACRAMENTO,N,38.56248482,-121.4945152
6614,4930132,143,2,1,1,Regular,N,20812 BOTHELL EVERETT HWY,N/A,BOTHELL,WA,98021,SNOHOMISH,N,47.80830517,-122.208373
6615,2986997,155,22,1,1,Regular,N,601 S GREEN VALLEY PKWY,N/A,HENDERSON,NV,89052,CLARK,N,36.00516397,-115.0839544
6616,3439040,216,23,3,1,Regular,N,2105 E FIRE TOWER RD,N/A,GREENVILLE,NC,27858,PITT,N,35.56762643,-77.35030838
6618,3723295,181,14,1,1,Regular,N,3816 E FRANK PHILLIPS BLVD,N/A,BARTLESVILLE,OK,74006,WASHINGTON,Y,36.75125104,-95.93463631
6619,4567345,242,1,2,1,Regular,Y,1215 W 43RD ST,N/A,HOUSTON,TX,77018,HARRIS,N,29.828099,-95.430076
6620,3144350,17,29,3,1,Regular,N,120 E 1ST AVE,N/A,ROSELLE,NJ,7203,UNION,Y,40.65985806,-74.26245053
6621,617778,204,26,1,1,Regular,N,10808 W JEWELL AVE,N/A,LAKEWOOD,CO,80232,JEFFERSON,N,39.68186853,-105.1185564
6623,1621095,50,21,4,1,Regular,N,1660 22ND ST,N/A,WEST DES MOINES,IA,50266,POLK,N,41.59752595,-93.73684979
6625,501569,57,11,1,1,Regular,N,2141 CHESTNUT ST,N/A,SAN FRANCISCO,CA,94123,SAN FRANCISCO,N,37.80037858,-122.4386004
6627,1097270,170,28,2,1,Regular,N,12650 INTERNATIONAL DR S,N/A,ORLANDO,FL,32821,ORANGE,Y,28.38551777,-81.48612854
6629,1438072,8,10,4,1,Regular,N,8701 S CICERO AVE,N/A,HOMETOWN,IL,60456,COOK,N,41.7341197,-87.74059171
6631,4521159,251,24,2,1,Regular,N,6350 DAVIS BLVD,N/A,NORTH RICHLAND HILLS,TX,76180,TARRANT,N,32.861199,-97.207799
6632,1149764,261,23,3,1,Regular,N,3204 PEACH ORCHARD RD,N/A,AUGUSTA,GA,30906,RICHMOND,Y,33.40840786,-82.02664256
6633,4836586,226,15,3,1,Regular,N,2044 LYNNHAVEN PKWY,N/A,VIRGINIA BEACH,VA,23456,VIRGINIA BEACH CITY,N,36.79105463,-76.12031802
6634,4836651,226,15,3,1,Regular,N,1857 CENTERVILLE TPKE,N/A,VIRGINIA BEACH,VA,23464,VIRGINIA BEACH CITY,N,36.78055641,-76.19241718
6636,2363579,185,7,3,1,Regular,N,13901 METROPOLITAN PKWY,N/A,STERLING HEIGHTS,MI,48312,MACOMB,N,42.56797845,-82.98711802
6637,1900390,110,19,2,1,Regular,N,1544 MANHATTAN BLVD,N/A,HARVEY,LA,70058,JEFFERSON,N,29.89198189,-90.05932696
6638,1149310,211,18,2,1,Regular,N,2500 OLD NORCROSS RD,N/A,LAWRENCEVILLE,GA,30044,GWINNETT,N,33.94874603,-84.08205318
6639,130839,214,19,2,1,Regular,N,370 SCHILLINGER RD S,N/A,MOBILE,AL,36695,MOBILE,N,30.682299,-88.225899
6640,572532,230,17,1,1,Regular,N,550 S GRAND AVE,N/A,GLENDORA,CA,91741,LOS ANGELES,N,34.129406,-117.871739
6641,1454684,173,10,4,1,Regular,N,1614 W 47TH ST,N/A,CHICAGO,IL,60609,COOK,N,41.808559,-87.665239
6642,1820542,15,13,3,1,Regular,Y,1747 PATRICK DR,N/A,BURLINGTON,KY,41005,BOONE,N,39.01844489,-84.69041754
6643,4522454,20,1,2,1,Regular,N,6360 SAN FELIPE ST,N/A,HOUSTON,TX,77057,HARRIS,N,29.750156,-95.497107
